projectId,projectAcronym,fundingScheme,organizationId,title,firstName,fullName,wikiFullName,lastName
650216,OntoPerson,MSCA-IF,999598678,DR,Mariusz,Mariusz Grygianiec,http://www.wikidata.org/entity/Q63123374,Grygianiec
652745,AUTOOLIGO,MSCA-IF,999990267,MS,Petra,Petra Ménová,http://www.wikidata.org/entity/Q89870613,Menova
652755,MOLECOPS,MSCA-IF,99998435,DR,Julien,Julien Brachet,,Brachet
652757,ARCGATE,MSCA-IF,999497507,DR,Takamasa,Takamasa Tsubouchi,http://www.wikidata.org/entity/Q59833423,Tsubouchi
652782,FOSICAV,MSCA-IF,999844864,DR,Thomas,Thomas Dedieu,,Dedieu
652837,ISOTOP,MSCA-IF,999905101,DR,Benno,Benno Rem,,Rem
652856,CLEANLIB,MSCA-IF,999991722,DR,Hervé,Hervé Baudry,http://www.wikidata.org/entity/Q24342393,Baudry
652862,IMPRECSIM,MSCA-IF,999988812,DR,Darius,Darius Markauskas,http://www.wikidata.org/entity/Q59913986,Markauskas
652871,FIBERSTAR,MSCA-IF,999899572,DR,Daniele,Daniele Tosi,http://www.wikidata.org/entity/Q57560967,Tosi
652890,EMTECS,MSCA-IF,999974262,DR,Yahui,Yahui Wang,http://www.wikidata.org/entity/Q43137476,Wang
652925,MIGRANTCHRISTIANITY,MSCA-IF,999902385,DR,Francesca,Francesca Scrinzi,http://www.wikidata.org/entity/Q89113592,Scrinzi
652938,TELE,MSCA-IF,999838074,DR,Eleftherios,Eleftherios Giovanis,http://www.wikidata.org/entity/Q88017445,Giovanis
652965,Bio-Strategies,MSCA-IF,999642037,DR,Araceli,Araceli Pérez-Sanz,http://www.wikidata.org/entity/Q60655695,Perez-Sanz
652978,LIAGAN,MSCA-IF,909875521,PROF,Atinati,Atinati Mamatsashvili-Kobakhidze,,Mamatsashvili-Kobakhidze
652978,LIAGAN,MSCA-IF,998096051,PROF,Atinati,Atinati Mamatsashvili-Kobakhidze,,Mamatsashvili-Kobakhidze
652986,STEMCELLTRACK,MSCA-IF,99998435,DR,Christakis,Christakis Constantinides,,Constantinides
652999,COMBPDCHEMOTHERAPY,MSCA-IF,903730668,DR,Marta Erminia,Marta Erminia Alberto,,Alberto
652999,COMBPDCHEMOTHERAPY,MSCA-IF,997732592,DR,Marta Erminia,Marta Erminia Alberto,,Alberto
653019,CEREBSENSING,MSCA-IF,999882015,DR,Jesus,Jesus Garrido,,Garrido
653040,CONFAM,MSCA-IF,999841275,DR,Mariano,Mariano Croce,,Croce
653056,EMEHOC,MSCA-IF,99997562,DR,María José,María José Frápolli,http://www.wikidata.org/entity/Q40339840,Frápolli
653066,PGE-PLANETS,MSCA-IF,99986601,DR,Amy,Amy J.V. Riches,http://www.wikidata.org/entity/Q58481011,Riches
653184,MPerS,MSCA-IF,99998435,DR,Pabitra Kumar,Pabitra Kumar Nayak,,Nayak
653188,GLASS,MSCA-IF,999994826,DR,Anna,Anna Hodgkinson,http://www.wikidata.org/entity/Q91736988,Hodgkinson
653216,MICEXPRESS,MSCA-IF,999974941,DR,Noelia,Noelia Ibáñez-Escriche,http://www.wikidata.org/entity/Q81049582,Ibáñez
653223,USIFlux,MSCA-IF,999993274,DR,Teresa,Teresa E Gimeno,http://www.wikidata.org/entity/Q56556460,Gimeno
653240,STRESSAGED,MSCA-IF,999990267,DR,Antonios,Antonios Zannas,,Zannas
653241,OMNICS,MSCA-IF,999991043,DR,Yi,Yi Yang,http://www.wikidata.org/entity/Q43148394,Yang
653284,GelSwimming,MSCA-IF,99998435,DR,Andreas,Andreas Zöttl,http://www.wikidata.org/entity/Q42326432,Zoettl
653285,METACLOAK,MSCA-IF,999993468,DR,Andrea,Andrea Colombi,http://www.wikidata.org/entity/Q58523216,Colombi
653354,CERAM,MSCA-IF,999978336,DR,Miriam,Miriam Cubas,http://www.wikidata.org/entity/Q60141770,Cubas
653412,Flex-ON,MSCA-IF,999977754,MR,Fernando,Fernando P Guiomar,http://www.wikidata.org/entity/Q83318514,Guiomar
653413,INNOVATIONOPTIONS,MSCA-IF,998096827,PROF,Lenos,Lenos Trigeorgis,http://www.wikidata.org/entity/Q15485423,Trigeorgis
653413,INNOVATIONOPTIONS,MSCA-IF,999981052,PROF,Lenos,Lenos Trigeorgis,http://www.wikidata.org/entity/Q15485423,Trigeorgis
653434,MitSyn,MSCA-IF,99997562,DR,Nicoletta,Nicoletta Plotegher,http://www.wikidata.org/entity/Q55030167,Plotegher
653443,FUDOGE,MSCA-IF,999994826,DR,Maiko,Maiko Favaro,,Favaro
653508,Phil-Threats,MSCA-IF,999991722,DR,Eberhard,Eberhard Crailsheim,,Crailsheim
653639,KMET-READ,MSCA-IF,999974747,DR,Agnieszka,Agnieszka Rawluszko-Wieczorek,http://www.wikidata.org/entity/Q59867002,Rawłuszko-Wieczorek
653667,REAPPAST,MSCA-IF,967062453,DR,Francesca,Francesca Romagnoli,,Romagnoli
653697,CP-FunMoD,MSCA-IF,999841954,DR,Jodie,Jodie Davies-Thompson,http://www.wikidata.org/entity/Q57164115,Davies-Thompson
653697,CP-FunMoD,MSCA-IF,999976978,DR,Jodie,Jodie Davies-Thompson,http://www.wikidata.org/entity/Q57164115,Davies-Thompson
653750,CIP,MSCA-IF,99987862,DR,Sibylle,Sibylle Petersen,http://www.wikidata.org/entity/Q37838675,Petersen
653784,OrganoMag,MSCA-IF,99990384,DR,Fu-Sheng,Fu-Sheng Guo,http://www.wikidata.org/entity/Q89021889,Guo
653846,Fractional,MSCA-IF,99946734,DR,Adolfo,Adolfo González Grushin,,González Grushin
653846,Fractional,MSCA-IF,99998435,DR,Adolfo,Adolfo González Grushin,,González Grushin
653846,Fractional,MSCA-IF,99999793,DR,Adolfo,Adolfo González Grushin,,González Grushin
653943,Moments,MSCA-IF,999861451,DR,Zoltan,Zoltan Leka,,Leka
653950,URBANCO2FLUX,MSCA-IF,99946734,DR,Gara,Gara Villalba Mendez,http://www.wikidata.org/entity/Q58461581,Villalba
653950,URBANCO2FLUX,MSCA-IF,999986484,DR,Gara,Gara Villalba Mendez,http://www.wikidata.org/entity/Q58461581,Villalba
653957,DEVOLEMPA,MSCA-IF,999994535,DR,Sonja,Sonja E Koski,http://www.wikidata.org/entity/Q46507688,Koski
653963,Aggregation selection,MSCA-IF,906446474,DR,Greet,Greet De Baets,http://www.wikidata.org/entity/Q91845086,De Baets
653963,Aggregation selection,MSCA-IF,99999017,DR,Greet,Greet De Baets,http://www.wikidata.org/entity/Q91845086,De Baets
653997,PRDM9Recomb,MSCA-IF,999977172,DR,Ericca,Ericca L Stamper,http://www.wikidata.org/entity/Q55446269,Stamper
654006,SalHyd5,MSCA-IF,999975523,DR,Marta,Marta Albareda Contreras,,Albareda Contreras
654019,OTULINVIVO,MSCA-IF,906446474,DR,Rune Busk,Rune Busk Damgaard,http://www.wikidata.org/entity/Q55296479,Damgaard
654019,OTULINVIVO,MSCA-IF,99999017,DR,Rune Busk,Rune Busk Damgaard,http://www.wikidata.org/entity/Q55296479,Damgaard
654020,STRATNARRA,MSCA-IF,955856431,DR,Joanna,Joanna Szostek,,Szostek
654020,STRATNARRA,MSCA-IF,999861451,DR,Joanna,Joanna Szostek,,Szostek
654034,SCIMOD,MSCA-IF,999861063,DR,Fiora,Fiora Salis,,Salis
654038,DecoMP_ECoG,MSCA-IF,999466467,DR,Jessica,Jessica Schrouff,http://www.wikidata.org/entity/Q58208884,Schrouff
654038,DecoMP_ECoG,MSCA-IF,99997562,DR,Jessica,Jessica Schrouff,http://www.wikidata.org/entity/Q58208884,Schrouff
654091,CO2NOR,MSCA-IF,999835843,DR,Ioannis,Ioannis Rigopoulos,http://www.wikidata.org/entity/Q57911302,Rigopoulos
654101,EntreLab,MSCA-IF,999994535,DR,Daniele,Daniele Morselli,,Morselli
654123,GRENHAS,MSCA-IF,999980373,DR,Ayca,Ayca Ozcelikkale,,Ozcelikkale
654132,VULCAN,MSCA-IF,936777695,DR,César,César Plaza,http://www.wikidata.org/entity/Q55195272,Plaza
654132,VULCAN,MSCA-IF,999886283,DR,César,César Plaza,http://www.wikidata.org/entity/Q55195272,Plaza
654135,BIOCONT6SS,MSCA-IF,999993468,DR,Patricia,Patricia Bernal,http://www.wikidata.org/entity/Q43130254,Bernal
654147,Invisibilia,MSCA-IF,999991043,DR,Astrid,Astrid Marner,,Marner
654154,KGBVIFEF,MSCA-IF,99998435,MR,Benjamin,Benjamin Vollmer,http://www.wikidata.org/entity/Q42416140,Vollmer
654155,LIMB NETWORKS,MSCA-IF,936821248,DR,Borja,Borja Esteve-Altava,,Esteve-Altava
654155,LIMB NETWORKS,MSCA-IF,99984079,DR,Borja,Borja Esteve-Altava,,Esteve-Altava
654173,PWP,MSCA-IF,999978724,DR,Christopher,Christopher Brittain,,Brittain
654175,HNSKMAP,MSCA-IF,999851169,DR,Tao,Tao Xiong,,Xiong
654175,HNSKMAP,MSCA-IF,999902579,DR,Tao,Tao Xiong,,Xiong
654189,METRES,MSCA-IF,968815728,DR,Jaume,Jaume Freire-González,http://www.wikidata.org/entity/Q85641920,Freire-gonzález
654189,METRES,MSCA-IF,992204077,DR,Jaume,Jaume Freire-González,http://www.wikidata.org/entity/Q85641920,Freire-gonzález
654198,NONNH,MSCA-IF,99999793,DR,Wahidur,Wahidur Rahaman,,Rahaman
654260,FLUNOVELTY,MSCA-IF,97511646,DR,Pavel,Pavel Mykhailiuk,,Mykhailiuk
654261,ToEfDeCo,MSCA-IF,999975911,DR,Anneli,Anneli Soo,,Soo
654294,TentaclesOfVenom,MSCA-IF,999975038,DR,Kartik,Kartik Sunagar,http://www.wikidata.org/entity/Q47502996,Sunagar
654318,FLOWLASER,MSCA-IF,999974165,MR,Takahiro,Takahiro Ukai,,Ukai
654339,QUTEMAG,MSCA-IF,999619436,DR,RICARDO,RICARDO Jimenez Martinez,,Jimenez Martinez
654386,FUTURES,MSCA-IF,999994535,DR,Arthur,Arthur Mason,,Mason
654424,SustBracedMHaz,MSCA-IF,999976784,DR,Christoforos,Christoforos Dimopoulos,,Dimopoulos
654426,EQRESFRAME,MSCA-IF,999976784,DR,Fabio,Fabio Freddi,,Freddi
654467,HierTough,MSCA-IF,999993468,MR,Yentl,Yentl Swolfs,http://www.wikidata.org/entity/Q60026711,Swolfs
654469,ARTE,MSCA-IF,99947316,DR,Deung-Jang,Deung-Jang Choi,,Choi
654477,GETUI,MSCA-IF,9343202,DR,Dimitra,Dimitra Anastasiou,http://www.wikidata.org/entity/Q62591654,Anastasiou
654490,GREAT,MSCA-IF,99998435,DR,Marina,Marina Logares,http://www.wikidata.org/entity/Q67456575,Logares
654492,UACSURF,MSCA-IF,999984156,MR,Felix,Felix Pithan,http://www.wikidata.org/entity/Q88167685,Pithan
654495,MUIMME,MSCA-IF,999883858,DR,Tanya,Tanya Cassidy,http://www.wikidata.org/entity/Q57953996,Cassidy
654496,NanoCytox,MSCA-IF,999507692,DR,Ana,Ana Lopez-serrano,,Lopez-serrano
654513,G-Valve,MSCA-IF,93696248,DR,Sandra,Sandra Loerakker,http://www.wikidata.org/entity/Q47313419,Loerakker
654513,G-Valve,MSCA-IF,999977269,DR,Sandra,Sandra Loerakker,http://www.wikidata.org/entity/Q47313419,Loerakker
654521,MOSUDO,MSCA-IF,99999793,DR,Randy,Randy Mellaerts,,Mellaerts
654532,NANO-Q,MSCA-IF,999866883,DR,James,James Millen,http://www.wikidata.org/entity/Q58222166,Millen
654534,PREDICTIVEMEMORY,MSCA-IF,999886574,DR,Iiro,Iiro Jaaskelainen,,Jaaskelainen
654603,FLYELEC,MSCA-IF,99999793,DR,Shintaro,Shintaro Takada,http://www.wikidata.org/entity/Q59424190,TAKADA
654606,NANOGRANITES,MSCA-IF,999849132,DR,Antonio,Antonio Acosta-vigil,,Acosta-vigil
654606,NANOGRANITES,MSCA-IF,999995602,DR,Antonio,Antonio Acosta-vigil,,Acosta-vigil
654609,germcells,MSCA-IF,999976978,DR,Priscila,Priscila Ramos-Ibeas,http://www.wikidata.org/entity/Q56872832,Ramos ibeas
654615,EVOPRIMPOL,MSCA-IF,999991722,DR,Rubén,Rubén Agudo torres,,Agudo torres
654682,HOLES,MSCA-IF,999993468,DR,Jaime,Jaime Martin,http://www.wikidata.org/entity/Q57941752,Martín
654688,ActiDoC,MSCA-IF,999974941,DR,Nikolaos Nektarios,Nikolaos Nektarios Koumakis,,Koumakis
654691,RESCUE THE HEART,MSCA-IF,99997562,DR,Svetlana,Svetlana Mastitskaya,http://www.wikidata.org/entity/Q89488139,Mastitskaya
654699,OPSINEVOL,MSCA-IF,99997562,DR,Natasha,Natasha I. Bloch,http://www.wikidata.org/entity/Q58662627,Bloch
654712,SINHOPSI,MSCA-IF,999977172,DR,Alessandro,Alessandro Rossi,http://www.wikidata.org/entity/Q47305077,Rossi
654719,lincPeptEvolDev,MSCA-IF,999979306,DR,Miriam,Miriam I Rosenberg,http://www.wikidata.org/entity/Q92522596,Rosenberg
654721,GEOGRAL,MSCA-IF,999487807,DR,Giovanni,Giovanni Moreno Ramirez,http://www.wikidata.org/entity/Q2413009,Moreno
654723,Solarfuels,MSCA-IF,99998435,DR,Jindui,Jindui Hong,http://www.wikidata.org/entity/Q58488265,Hong
654724,GROUPCOG,MSCA-IF,99998435,DR,Takao,Takao Sasaki,,Sasaki
654731,ARD-West,MSCA-IF,99998629,DR,Maria-Jose,Maria-Jose Estaran,,Estaran
654732,NICHE,MSCA-IF,99946734,PROF,Susi,Susi Geiger,http://www.wikidata.org/entity/Q90320139,Geiger
654732,NICHE,MSCA-IF,999974359,PROF,Susi,Susi Geiger,http://www.wikidata.org/entity/Q90320139,Geiger
654733,FOC4SIP,MSCA-IF,999896953,DR,Petro,Petro Lutsyk,http://www.wikidata.org/entity/Q59195713,Lutsyk
654734,SIW-SAT-ANTENNAS,MSCA-IF,999638739,DR,Christos,Christos Kalialakis,http://www.wikidata.org/entity/Q58087836,Kalialakis
654736,EPOCH GeoChem,MSCA-IF,999977172,DR,Argyroula,Argyroula Nafplioti,,Nafplioti
654740,TRYP-QS,MSCA-IF,999974941,DR,Mathieu,Mathieu Cayla,http://www.wikidata.org/entity/Q90658162,Cayla
654761,BIOXYARN,MSCA-IF,999875031,DR,Pierre-Alexis,Pierre-Alexis Mouthuy,http://www.wikidata.org/entity/Q88417487,Mouthuy
654786,HOLOFRENPOSTMOD,MSCA-IF,999861451,DR,Agnieszka Helena,Agnieszka Helena Duffy,,Duffy
654795,FAANon,MSCA-IF,999853012,DR,Matteo,Matteo Dalla Riva,,Dalla Riva
654796,SAAB,MSCA-IF,992204077,DR,Fiona,Fiona Smyth,http://www.wikidata.org/entity/Q61836829,Smyth
654796,SAAB,MSCA-IF,999845446,DR,Fiona,Fiona Smyth,http://www.wikidata.org/entity/Q61836829,Smyth
654808,PSYCHOCONTEXT,MSCA-IF,996383904,DR,Francisco Jose,Francisco Jose Eiroa-Orosa,,Eiroa-Orosa
654808,PSYCHOCONTEXT,MSCA-IF,999986387,DR,Francisco Jose,Francisco Jose Eiroa-Orosa,,Eiroa-Orosa
654809,HSPACE,MSCA-IF,999896953,DR,Filipe,Filipe Ferreira,http://www.wikidata.org/entity/Q61115742,Ferreira
654812,HoogsCG,MSCA-IF,999977172,DR,Guillem,Guillem Portella,http://www.wikidata.org/entity/Q41047555,Portella
654818,ELECTRONANOMEGA,MSCA-IF,999990655,DR,Pedro Jesús,Pedro Jesús García Moreno,http://www.wikidata.org/entity/Q58139999,GARCÍA MORENO
654825,ICELANDIC SCRIBES,MSCA-IF,999991043,DR,Sheryl,Sheryl Mcdonald werronen,,Mcdonald werronen
654836,Bioelectroammonia,MSCA-IF,97531434,DR,Ross,Ross D Milton,http://www.wikidata.org/entity/Q84328536,Milton
654836,Bioelectroammonia,MSCA-IF,999978045,DR,Ross,Ross D Milton,http://www.wikidata.org/entity/Q84328536,Milton
654837,EACISD,MSCA-IF,992204077,DR,Ella,Ella Striem-Amit,http://www.wikidata.org/entity/Q30505767,Striem Amit
654837,EACISD,MSCA-IF,999846222,DR,Ella,Ella Striem-Amit,http://www.wikidata.org/entity/Q30505767,Striem Amit
654852,Chinese Labour,MSCA-IF,999849132,DR,Ivan,Ivan Franceschini,http://www.wikidata.org/entity/Q656961,Franceschini
654852,Chinese Labour,MSCA-IF,999897341,DR,Ivan,Ivan Franceschini,http://www.wikidata.org/entity/Q656961,Franceschini
654853,Egg-Juvenate,MSCA-IF,999975038,DR,Yonatan,Yonatan B Tzur,http://www.wikidata.org/entity/Q90858566,Tzur
654857,VirtualPatients,MSCA-IF,996946019,DR,Inga,Inga Hege,http://www.wikidata.org/entity/Q89526673,Hege
654857,VirtualPatients,MSCA-IF,999978433,DR,Inga,Inga Hege,http://www.wikidata.org/entity/Q89526673,Hege
654860,TRANSLATIS,MSCA-IF,999991043,MS,Sabine,Sabine Walther,,Walther
654861,DAM-NET,MSCA-IF,99990384,DR,Filippo,Filippo Menga,http://www.wikidata.org/entity/Q64866014,Menga
654862,WITHDRAWAL AFTERMATH,MSCA-IF,999839335,DR,Yuri,Yuri Peers,,Peers
654882,TIPPDECRA,MSCA-IF,999985417,DR,Rachel,Rachel Spiering,http://www.wikidata.org/entity/Q91284115,Spiering
654889,ITNUN,MSCA-IF,999897341,DR,Veronica,Veronica West-Harling,,West-Harling
654895,E-SPACE,MSCA-IF,999892588,DR,Unai,Unai Díaz-Orueta,http://www.wikidata.org/entity/Q60299822,Diaz Orueta
654906,ALHIS,MSCA-IF,999991722,DR,María Leticia,María Leticia López-Mondéjar,,López-Mondéjar
654908,PFCCMS,MSCA-IF,999974941,DR,Benno,Benno Liebchen,http://www.wikidata.org/entity/Q85919242,Liebchen
654909,T6SS-PSEUDO-LIP,MSCA-IF,999993468,DR,Laurent,Laurent Dortet,http://www.wikidata.org/entity/Q42704898,Dortet
654911,THALAMODEL,MSCA-IF,996120064,DR,Juan Eugenio,Juan Eugenio Iglesias González,,Iglesias González
654912,Pharmcophore-DOS,MSCA-IF,999977172,DR,Qingzhong,Qingzhong Hu,http://www.wikidata.org/entity/Q42124336,Hu
654915,ALifeInSOFCs,MSCA-IF,999993468,DR,Antonio,Antonio Bertei,,Bertei
654916,HydroCat,MSCA-IF,999974941,DR,Joost,Joost de Graaf,http://www.wikidata.org/entity/Q89925249,de Graaf
654917,BiBiCrossLang,MSCA-IF,996120064,DR,Marcel,Marcel R Giezen,http://www.wikidata.org/entity/Q50688482,Giezen
654921,Phonetic Processing,MSCA-IF,996120064,DR,Olessia,Olessia Jouravlev,http://www.wikidata.org/entity/Q99552842,Jouravlev
654923,StrategicVillages,MSCA-IF,954347111,DR,Pamela,Pamela Colombo,http://www.wikidata.org/entity/Q74030007,Colombo
654923,StrategicVillages,MSCA-IF,999510117,DR,Pamela,Pamela Colombo,http://www.wikidata.org/entity/Q74030007,Colombo
654924,NANOLIPID,MSCA-IF,999991334,DR,Laura,Laura Salvia-Trujillo,http://www.wikidata.org/entity/Q59560375,Salvia Trujillo
654925,EUP,MSCA-IF,999850781,DR,Tania,Tania Bazzani,,Bazzani
654927,PALMOBI,MSCA-IF,999977172,DR,Luc,Luc Moreau,http://www.wikidata.org/entity/Q85526288,Moreau
654933,3Dconvert,MSCA-IF,999544455,MR,Ralph,Ralph Stadhouders,http://www.wikidata.org/entity/Q57360776,Stadhouders
654936,AntWatFre,MSCA-IF,999624092,DR,Konrad,Konrad Meister,http://www.wikidata.org/entity/Q89119227,Meister
654942,COGNAC,MSCA-IF,99999793,DR,Paolo,Paolo Davini,,Davini
654963,ENSUR4LIFE,MSCA-IF,996491962,DR,Stefania Carmen,Stefania Carmen Bobaru,,Bobaru
654967,NMOSPEC,MSCA-IF,99984467,MR,Petr,Petr Štěpánek,http://www.wikidata.org/entity/Q42290764,Stepanek
654971,EXPMFSG,MSCA-IF,99999793,DR,Beatriz,Beatriz Seoane Bartolomé,,Seoane Bartolomé
654981,GUIDES,MSCA-IF,998266092,MR,Stijn,Stijn Van de Velde,http://www.wikidata.org/entity/Q56285655,Van de Velde
654981,GUIDES,MSCA-IF,999478883,MR,Stijn,Stijn Van de Velde,http://www.wikidata.org/entity/Q56285655,Van de Velde
654985,Brain Metastases,MSCA-IF,99998435,DR,Vasiliki,Vasiliki Economopoulos,,Economopoulos
654987,PADWIC,MSCA-IF,999979694,DR,Roberto,Roberto Quaglia,http://www.wikidata.org/entity/Q3939084,Quaglia
654990,CLOPRESS,MSCA-IF,999997833,DR,Yusuke,Yusuke KUMAI,,KUMAI
654994,CAT-CAM,MSCA-IF,990867805,DR,Valentina,Valentina Ciciliot,,Ciciliot
654994,CAT-CAM,MSCA-IF,999897341,DR,Valentina,Valentina Ciciliot,,Ciciliot
655009,KOPAR,MSCA-IF,999974844,DR,Alexander,Alexander García-Castro,,García-Castro
655016,EPINET,MSCA-IF,999896953,DR,Lucia,Lucia Rita Quitadamo,http://www.wikidata.org/entity/Q51300771,Quitadamo
655020,DTI4micro,MSCA-IF,99998435,DR,Ernesto,Ernesto Zacur,http://www.wikidata.org/entity/Q64514548,Zacur
655023,BREAKING THE MOULD,MSCA-IF,999974359,DR,Barry,Barry Molloy,http://www.wikidata.org/entity/Q92083144,Molloy
655026,MENTAL IMAGERY,MSCA-IF,999977172,DR,Fritz,Fritz Renner,http://www.wikidata.org/entity/Q48459149,Renner
655026,MENTAL IMAGERY,MSCA-IF,99999017,DR,Fritz,Fritz Renner,http://www.wikidata.org/entity/Q48459149,Renner
655027,AutophagosomeSealing,MSCA-IF,999914801,DR,Rubén,Rubén Gómez-Sánchez,http://www.wikidata.org/entity/Q41789860,Gómez Sánchez
655033,JUNO,MSCA-IF,999993468,DR,Giacomo,Giacomo Tarroni,http://www.wikidata.org/entity/Q89686406,Tarroni
655034,EXPRESSIONARRATION,MSCA-IF,999992013,DR,Marianne,Marianne Vergez-Couret,,Vergez-Couret
655035,RhomBioID,MSCA-IF,99998435,DR,Kyojiro,Kyojiro N Ikeda,http://www.wikidata.org/entity/Q60167724,Ikeda
655039,NANOSOLAR,MSCA-IF,999619436,DR,Oscar,Oscar Vazquez-Mena,http://www.wikidata.org/entity/Q60410769,Vazquez Mena
655043,FeSensor,MSCA-IF,999985611,DR,Jorge,Jorge Rodríguez-Celma,http://www.wikidata.org/entity/Q38803968,Rodriguez-Celma
655059,PHOEBUS,MSCA-IF,999515355,DR,Margherita,Margherita Maiuri,http://www.wikidata.org/entity/Q57579624,Maiuri
655059,PHOEBUS,MSCA-IF,999879881,DR,Margherita,Margherita Maiuri,http://www.wikidata.org/entity/Q57579624,Maiuri
655063,ELiQSIR,MSCA-IF,999974068,DR,Bruno,Bruno Peaudecerf,http://www.wikidata.org/entity/Q49221536,Peaudecerf
655067,SHARE,MSCA-IF,999991043,DR,Thomas,Thomas Szanto,,Szanto
655073,ClumpLab,MSCA-IF,999985805,DR,Martin,Martin Ziegler,http://www.wikidata.org/entity/Q85264539,Ziegler
655075,FAST-RAP,MSCA-IF,999572294,DR,Maria,Maria W. Górna,http://www.wikidata.org/entity/Q55267303,Górna
655092,DebtRisks,MSCA-IF,997927853,PROF,Stavros,Stauros Andrea Zenios,http://www.wikidata.org/entity/Q30079623,Zenios
655092,DebtRisks,MSCA-IF,999835843,PROF,Stavros,Stauros Andrea Zenios,http://www.wikidata.org/entity/Q30079623,Zenios
