Residuos Urbanos de las e-DMAs E-PRTR 2012;;;;;;;;;;;;;;;;;
2012;A20516233;SNA EUROPE INDUSTRIES IBERIA;2000014673;SNA EUROPE INDUSTRIES IBERIA, S.A. (PLANTA DE IRUN);Irun;2573;1;2.f;1;040308;1;191201;Papel y cartón;R13;Urbano;18300;KG
2012;A20664785;TALLERES DE ESCORIAZA;2000000649;TESA IRUN;Irun;2572;1;2.f;1;040308;1;150106;Envases mixtos;R13;Urbano;25000;KG
2012;A20664785;TALLERES DE ESCORIAZA;2000000649;TESA IRUN;Irun;2572;1;2.f;1;040308;1;150106;Envases mixtos;D12;Urbano;21920;KG
2012;P2000015D;MANCOMUNIDAD MUNICIPAL DE SAN MARCOS;2000004950;VERTEDERO DE SAN MARCOS;Errenteria;3821;1;5.d;1;090401;1;200301;Mezclas de residuos municipales;D5;Urbano;0;KG
2012;P2000015D;MANCOMUNIDAD MUNICIPAL DE SAN MARCOS;2000004950;VERTEDERO DE SAN MARCOS;Errenteria;3821;1;5.d;1;090401;1;200301;Mezclas de residuos municipales;D15;Urbano;88602440;KG
2012;Q2000539C;MANCOMUNIDAD DE SASIETA;2000003860;Vertedero Sasieta;Beasain;3821;1;5.c;1;090401;1;200301;Mezclas de residuos municipales;R13;Urbano;77533000;KG
2012;G20392064;UROLA KOSTAKO UDAL ELKARTEA;2000004098;VERTEDERO URTETA;Zarautz;3821;1;5.d;1;090401;1;200301;Mezclas de residuos municipales;R13;Urbano;70689788;KG
2012;G20392064;UROLA KOSTAKO UDAL ELKARTEA;2000004098;VERTEDERO URTETA;Zarautz;3821;1;5.d;1;090401;1;200139;Plásticos;D5;Urbano;2240;KG
2012;G20392064;UROLA KOSTAKO UDAL ELKARTEA;2000004098;VERTEDERO URTETA;Zarautz;3821;1;5.d;1;090401;1;200201;Residuos biodegradables;D5;Urbano;9270;KG
2012;G20392064;UROLA KOSTAKO UDAL ELKARTEA;2000004098;VERTEDERO URTETA;Zarautz;3821;1;5.d;1;090401;1;200306;Residuos de la limpieza de alcantarillas;D5;Urbano;120700;KG
2012;G20392064;UROLA KOSTAKO UDAL ELKARTEA;2000004098;VERTEDERO URTETA;Zarautz;3821;1;5.d;1;090401;1;200303;Residuos de limpieza viaria;D5;Urbano;256460;KG
2012;G20392064;UROLA KOSTAKO UDAL ELKARTEA;2000004098;VERTEDERO URTETA;Zarautz;3821;1;5.d;1;090401;1;200399;Residuos municipales no especificados en otra categoría;D5;Urbano;1549800;KG
2012;B83432930;WILLET CINCUENTA;2000019185;WILLET CINCUENTA, S.L.;Andoain;2561;1;2.f;1;040308;1;200101;Papel y cartón;R13;Urbano;1;KG
2012;B83432930;WILLET CINCUENTA;2000019185;WILLET CINCUENTA, S.L.;Andoain;2561;1;2.f;1;040308;1;200399;Residuos municipales no especificados en otra categoría;D5;Urbano;1;KG
2012;A20099321;ZUBIALDE,S.A.;2000004045;ZUBIALDE S.A.;Aizarnazabal;1711;1;6.a;1;040604;1;200399;Residuos municipales no especificados en otra categoría;R13;Urbano;5000;KG
2012;B83727255;ALCOA TRANSFORMACION DE PRODUCTOS;4800005747;alcoa transformacion de productos  ( Amorebieta );Amorebieta-Etxano;2442;1;2.e.ii;1;030310;1;200108;Residuos biodegradables de cocinas y restaurantes;R13;Urbano;15840;KG
2012;B83727255;ALCOA TRANSFORMACION DE PRODUCTOS;4800005747;alcoa transformacion de productos  ( Amorebieta );Amorebieta-Etxano;2442;1;2.e.ii;1;030310;1;200102;Vidrio;R12;Urbano;6080;KG
2012;A48147144;ALDETU;4800000077;ALDETU S.A;Lemoa;2599;1;2.f;1;040308;1;191201;Papel y cartón;R13;Urbano;0;KG
2012;A81046856;ARCELORMITTAL ESPAÑA;4800003347;ArcelorMittal España - Fca. de Etxebarri;Etxebarri, Ant S. Esteban-Etxebarri D. E.;2410;1;2.f;1;040207;1;200301;Mezclas de residuos municipales;D5;Urbano;31540;KG
2012;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;2410;1;2.b;1;040207;1;150105;Envases compuestos;R13;Urbano;190;KG
2012;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;2410;1;2.b;1;040207;1;150104;Envases metálicos;R13;Urbano;5751900;KG
2012;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;2410;1;2.b;1;040207;1;200138;Madera distinta de la especificada en el código 20 01 37;R13;Urbano;99220;KG
2012;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;2410;1;2.b;1;040207;1;200101;Papel y cartón;R13;Urbano;14915;KG
2012;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;2410;1;2.b;1;040207;1;200139;Plásticos;R13;Urbano;4450;KG
2012;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;2410;1;2.b;1;040207;1;200108;Residuos biodegradables de cocinas y restaurantes;R13;Urbano;42000;KG
2012;A28381473;ARKEMA QUIMICA;4800001391;ARKEMA QUIMICA, S.A. - ALONSOTEGI;Alonsotegi;2014;1;4.a.vi;1;040416;1;200138;Madera distinta de la especificada en el código 20 01 37;R13;Urbano;1420;KG
2012;A28381473;ARKEMA QUIMICA;4800001391;ARKEMA QUIMICA, S.A. - ALONSOTEGI;Alonsotegi;2014;1;4.a.vi;1;040416;1;191201;Papel y cartón;R13;Urbano;4360;KG
2012;A28381473;ARKEMA QUIMICA;4800001391;ARKEMA QUIMICA, S.A. - ALONSOTEGI;Alonsotegi;2014;1;4.a.vi;1;040416;1;200139;Plásticos;R13;Urbano;1900;KG
2012;A28381473;ARKEMA QUIMICA;4800001391;ARKEMA QUIMICA, S.A. - ALONSOTEGI;Alonsotegi;2014;1;4.a.vi;1;040416;1;200201;Residuos biodegradables;D12;Urbano;24880;KG
2012;A28381473;ARKEMA QUIMICA;4800001391;ARKEMA QUIMICA, S.A. - ALONSOTEGI;Alonsotegi;2014;1;4.a.vi;1;040416;1;200201;Residuos biodegradables;D15;Urbano;150;KG
2012;B95288841;AVICOLA BENIGNO ASPURU S.L.;4800025874;AVÍCOLA BENIGNO ASPURU S.L.;Larrabetzu;0147;1;7.a.i;1;100408;1;200301;Mezclas de residuos municipales;R13;Urbano;0;KG
2012;A48032072;BARNA;4800021585;BARNA;Mundaka;1091;1;5.e;1;100904;1;200138;Madera distinta de la especificada en el código 20 01 37;-//D1//-//-//-//-//-;Urbano;280;KG
2012;A48032072;BARNA;4800021585;BARNA;Mundaka;1091;1;5.e;1;100904;1;200101;Papel y cartón;-//D1//-//-//-//-//-;Urbano;20;KG
2012;A48032072;BARNA;4800021585;BARNA;Mundaka;1091;1;5.e;1;100904;1;080313;Residuos de tintas distintos de los especificados en el código 08 03 12;-//D1//-//-//-//-//-;Urbano;1;KG
2012;A48032072;BARNA;4800021585;BARNA;Mundaka;1091;1;5.e;1;100904;1;080313;Residuos de tintas distintos de los especificados en el código 08 03 12;-//D1//-//-//-//-//-;Urbano;0,5;KG
2012;A48171102;BEFESA ZINC ASER;4800002385;BEFESA ZINC ASER, S.A.;Erandio;3832;1;2.e.i;1;040603;1;200101;Papel y cartón;R5;Urbano;1220;KG
2012;A48768121;BEFESA ZINC OXIDO,S.A.;4800002110;Befesa Zinc Oxido, S.A.;Amorebieta-Etxano;2445;1;2.e.ii;1;040302;1;150102;Envases de plástico;R13;Urbano;24;KG
2012;A48768121;BEFESA ZINC OXIDO,S.A.;4800001740;Befesa Zinc Oxido, S.A.;Sondika;2454;1;5.a;1;091001;1;150102;Envases de plástico;R13;Urbano;11;KG
2012;A48768121;BEFESA ZINC OXIDO,S.A.;4800002110;Befesa Zinc Oxido, S.A.;Amorebieta-Etxano;2445;1;2.e.ii;1;040302;1;200199;Otras fracciones no especificadas en otra categoría;R13;Urbano;21;KG
2012;A48768121;BEFESA ZINC OXIDO,S.A.;4800001740;Befesa Zinc Oxido, S.A.;Sondika;2454;1;5.a;1;091001;1;200199;Otras fracciones no especificadas en otra categoría;R13;Urbano;21;KG
2012;A48768121;BEFESA ZINC OXIDO,S.A.;4800001740;Befesa Zinc Oxido, S.A.;Sondika;2454;1;5.a;1;091001;1;200101;Papel y cartón;R13;Urbano;14,5;KG
2012;A48768121;BEFESA ZINC OXIDO,S.A.;4800002110;Befesa Zinc Oxido, S.A.;Amorebieta-Etxano;2445;1;2.e.ii;1;040302;1;200101;Papel y cartón;R9;Urbano;13,5;KG
2012;A48768121;BEFESA ZINC OXIDO,S.A.;4800002110;Befesa Zinc Oxido, S.A.;Amorebieta-Etxano;2445;1;2.e.ii;1;040302;1;200139;Plásticos;R13;Urbano;12;KG
2012;A48768121;BEFESA ZINC OXIDO,S.A.;4800002110;Befesa Zinc Oxido, S.A.;Amorebieta-Etxano;2445;1;2.e.ii;1;040302;1;080313;Residuos de tintas distintos de los especificados en el código 08 03 12;R13;Urbano;2,5;KG
2012;A48768121;BEFESA ZINC OXIDO,S.A.;4800001740;Befesa Zinc Oxido, S.A.;Sondika;2454;1;5.a;1;091001;1;200102;Vidrio;D15;Urbano;11;KG
2012;A48768121;BEFESA ZINC OXIDO,S.A.;4800002110;Befesa Zinc Oxido, S.A.;Amorebieta-Etxano;2445;1;2.e.ii;1;040302;1;200102;Vidrio;D13;Urbano;10;KG
2012;A48280192;BETSAIDE;4800001579;BETSAIDE;Elorrio;2451;1;2.d;1;040207;1;200399;Residuos municipales no especificados en otra categoría;R13;Urbano;8401;KG
2012;B48948830;BIZKAIA ENERGIA;4800015498;Bizkaia Energia S.L.;Amorebieta-Etxano;3519;1;1.c;1;010101;1;191212;Otros residuos (incluidas mezclas de materiales) procedentes del tratamiento mecánico de residuos, distintos de los especificados en el código 19 12 11;R13;Urbano;0;KG
2012;A81473852;BUNGE IBERICA;4800027730;BUNGE IBERICA;Zierbena;1091;1;8.b.ii;1;040527;1;150103;Envases de madera;R3;Urbano;8460;KG
2012;A81473852;BUNGE IBERICA;4800027730;BUNGE IBERICA;Zierbena;1091;1;8.b.ii;1;040527;1;150101;Envases de papel y cartón;R5;Urbano;2653;KG
2012;A81473852;BUNGE IBERICA;4800027730;BUNGE IBERICA;Zierbena;1091;1;8.b.ii;1;040527;1;150102;Envases de plástico;R5;Urbano;2829;KG
2012;A81473852;BUNGE IBERICA;4800027730;BUNGE IBERICA;Zierbena;1091;1;8.b.ii;1;040527;1;020399;Residuos no especificados en otra categoría;D1;Urbano;81960;KG
2012;A48501191;CABARRI;4800001899;CABARRI, S.A.;Arrigorriaga;2561;1;2.c.iii;1;040307;1;200301;Mezclas de residuos municipales;D12;Urbano;20000;KG
2012;B48906523;CAMELOT97;4800006652;CAMELOT97, S.L.;Amorebieta-Etxano;2410;1;2.e.ii;1;040306;1;191212;Otros residuos (incluidas mezclas de materiales) procedentes del tratamiento mecánico de residuos, distintos de los especificados en el código 19 12 11;D15;Urbano;54210;KG
2012;A48034177;CELULOSAS MOLDEADAS;4800007321;CELULOSAS MOLDEADAS;Atxondo;1721;1;6.a;1;040601;1;200301;Mezclas de residuos municipales;D1;Urbano;20000;KG
2012;A28036408;SOCIEDAD FINANCIERA Y MINERA;4800007093;CEMENTOS REZOLA ARRIGORRIAGA;Arrigorriaga;2351;1;3.c.iii;1;030311;1;200301;Mezclas de residuos municipales;D5;Urbano;14880;KG
2012;A48023030;COMPAÑIA NORTEÑA DE BEBIDAS GASEOSAS (NORBEGA);4800007298;COMPAÑÍA NORTEÑA DE BEBIDAS GASEOSAS NORBEGA;Galdakao;1107;1;8.b.ii;1;100904;1;200301;Mezclas de residuos municipales;D15;Urbano;164650;KG
2012;B83333948;CROWN EMBALAJES ESPAÑA;4800005686;CROWN EMBALAJES ESPAÑA S.L.;Ugao-Miraballes;2592;1;9.c;1;060403;1;170201;Madera;R13;Urbano;67400;KG
2012;B83333948;CROWN EMBALAJES ESPAÑA;4800005686;CROWN EMBALAJES ESPAÑA S.L.;Ugao-Miraballes;2592;1;9.c;1;060403;1;191201;Papel y cartón;R13;Urbano;24400;KG
2012;B95708095;ECOFIBRAS ARANGUREN, S.L.U;4800007061;ECOFIBRAS ARANGUREN;Zalla;1722;1;6.b.1;1;040601;1;160306;Residuos orgánicos distintos de los especificados en el código 16 03 05;R13;Urbano;2000;KG
2012;A48716633;EUSKAL KATAFORESIS;4800003080;EKT;Iurreta;2561;1;2.f;1;040308;1;200301;Mezclas de residuos municipales;R13;Urbano;0;KG
2012;B48483465;ELMET;4800002865;ELMET;Berango;2444;1;2.e.i;1;040603;1;200399;Residuos municipales no especificados en otra categoría;R13;Urbano;325;KG
2012;A08016263;FMC-FORET;4800001598;FMC-FORET, S.A.;Zamudio;2013;1;4.b.v;1;040416;1;170405;Hierro y acero;R13;Urbano;3800;KG
2012;A08016263;FMC-FORET;4800001598;FMC-FORET, S.A.;Zamudio;2013;1;4.b.v;1;040416;1;170405;Hierro y acero;R13;Urbano;7920;KG
2012;A08016263;FMC-FORET;4800001598;FMC-FORET, S.A.;Zamudio;2013;1;4.b.v;1;040416;1;200304;Lodos de fosas sépticas;R13;Urbano;7060;KG
2012;A08016263;FMC-FORET;4800001598;FMC-FORET, S.A.;Zamudio;2013;1;4.b.v;1;040416;1;200301;Mezclas de residuos municipales;R13;Urbano;11220;KG
2012;A08016263;FMC-FORET;4800001598;FMC-FORET, S.A.;Zamudio;2013;1;4.b.v;1;040416;1;200101;Papel y cartón;R13;Urbano;1015;KG
2012;A08016263;FMC-FORET;4800001598;FMC-FORET, S.A.;Zamudio;2013;1;4.b.v;1;040416;1;200139;Plásticos;R13;Urbano;365;KG
2012;A08016263;FMC-FORET;4800001598;FMC-FORET, S.A.;Zamudio;2013;1;4.b.v;1;040416;1;080318;Residuos de tóner de impresión, distintos de los especificados en el código 08 03 17;R13;Urbano;0;KG
2012;B95358081;FUCHOSA;4800002524;FUCHOSA,S.L.;Atxondo;2451;1;2.d;1;040207;1;150103;Envases de madera;R5;Urbano;5140;KG
2012;B95358081;FUCHOSA;4800002524;FUCHOSA,S.L.;Atxondo;2451;1;2.d;1;040207;1;200301;Mezclas de residuos municipales;D5;Urbano;100000;KG
2012;B95358081;FUCHOSA;4800002524;FUCHOSA,S.L.;Atxondo;2451;1;2.d;1;040207;1;070213;Residuos de plástico;R5;Urbano;0;KG
2012;B95358081;FUCHOSA;4800002524;FUCHOSA,S.L.;Atxondo;2451;1;2.d;1;040207;1;030308;Residuos procedentes de la clasificación de papel y cartón destinados al reciclado;R5;Urbano;9405;KG
2012;B95047338;FUNDICIONES PALACIO;4800014880;FUNDICIONES PALACIO;Basauri;2451;1;2.d;1;040207;1;200301;Mezclas de residuos municipales;D5;Urbano;1000;KG
2012;B95047338;FUNDICIONES PALACIO;4800014880;FUNDICIONES PALACIO;Basauri;2451;1;2.d;1;040207;1;200101;Papel y cartón;R5;Urbano;1000;KG
2012;B48032049;FUNDICIONES SAN ANTONIO DE URKIOLA;4800014879;FUNDICIONES SAN ANTONIO DE URKIOLA;Durango;2451;1;2.c.iii;1;040207;1;150101;Envases de papel y cartón;R13;Urbano;306;KG
2012;B48032049;FUNDICIONES SAN ANTONIO DE URKIOLA;4800014879;FUNDICIONES SAN ANTONIO DE URKIOLA;Durango;2451;1;2.c.iii;1;040207;1;150102;Envases de plástico;R13;Urbano;2095;KG
2012;A48037550;GEA IBERICA;4800024666;GEA IBERICA, S.A. - VIZCAYA;Igorre;2825;1;2.f;1;040308;1;080199;Residuos no especificados en otra categoría;D1;Urbano;10000;KG
2012;A48255863;GESTAMP BIZKAIA, S.A.;4800002609;GESTAMP BIZKAIA, S.A.;Abadiño;2550;1;2.f;1;040308;1;200301;Mezclas de residuos municipales;D5;Urbano;33249;KG
2012;A48159149;INDUMETAL RECYCLING, S.A.;4800002383;INDUMETAL RECYCLING, S.A;Erandio;3832;1;5.a;1;091001;1;200301;Mezclas de residuos municipales;R13;Urbano;7000;KG
2012;A48179196;INDUSTRIA DE TURBO PROPULSORES;4800007478;INDUSTRIA DE TURBO PROPULSORES;Zamudio;3030;1;2.f;1;040308;1;200301;Mezclas de residuos municipales;R13;Urbano;34776;KG
2012;A48688691;LAMINADOS LOSAL;4800025646;LAMINADOS LOSAL;Gernika-Lumo;2410;1;2.c.i;1;040208;1;200301;Mezclas de residuos municipales;R13;Urbano;21000;KG
2012;G48517262;LARRABE OILOTEGIA SAT Nº 130;4800003452;LARRABE OILOTEGIA;Gamiz-Fika;0147;1;7.a.i;1;100408;1;200301;Mezclas de residuos municipales;R13;Urbano;883;KG
2012;A48252522;LIMPIEZAS NERVION;4800024822;LIMPIEZAS NERVION, S.A.;Zierbena;3822;1;5.a;1;091001;1;200301;Mezclas de residuos municipales;D12;Urbano;0;KG
2012;F48067607;MAIER;4800003077;MAIER, S.COOP.;Ajangiz;2229;1;2.f;1;060108;1;200108;Residuos biodegradables de cocinas y restaurantes;R13;Urbano;18000;KG
2012;A48070965;MANUEL GARCIA MENDOZA;4800001543;MANUEL GARCIA MENDOZA,S.A.;Ortuella;3821;1;5.e;1;090403;1;150103;Envases de madera;R5;Urbano;3820;KG
2012;A48070965;MANUEL GARCIA MENDOZA;4800001543;MANUEL GARCIA MENDOZA,S.A.;Ortuella;3821;1;5.e;1;090403;1;200101;Papel y cartón;-//D1//-//-//-//-//-;Urbano;0;KG
2012;A48070965;MANUEL GARCIA MENDOZA;4800001543;MANUEL GARCIA MENDOZA,S.A.;Ortuella;3821;1;5.e;1;090403;1;200139;Plásticos;-//D1//-//-//-//-//-;Urbano;0;KG
2012;A48070965;MANUEL GARCIA MENDOZA;4800001543;MANUEL GARCIA MENDOZA,S.A.;Ortuella;3821;1;5.e;1;090403;1;200399;Residuos municipales no especificados en otra categoría;D1;Urbano;1861;KG
2012;A78876331;MAXAM EUROPE;4800007640;MAXAM EUROPE, S.A.;Galdakao;2051;1;4.f.1;1;040207;1;200301;Mezclas de residuos municipales;D5;Urbano;46720;KG
2012;B95543625;MUGAPE;4800002739;MUGAPE S.L;Mallabia;2561;1;2.f;1;040308;1;200301;Mezclas de residuos municipales;D12;Urbano;9600;KG
2012;A28619955;ONDULINE MATERIALES DE CONSTRUCCION;4800003310;ONDULINE MATERIALES DE CONSTRUCCION;Abanto y Ciérvana-Abanto Zierbena;1721;1;6.b.1;1;040610;1;200301;Mezclas de residuos municipales;R13;Urbano;0;KG
2012;A48529358;PRODUCTOS TUBULARES;4800012172;PRODUCTOS TUBULARES (CENTRO DE ACERÍA).;Sestao;2420;1;2.b;1;040207;1;200301;Mezclas de residuos municipales;D1;Urbano;3215;KG
2012;A48529358;PRODUCTOS TUBULARES;4800012172;PRODUCTOS TUBULARES (CENTRO DE ACERÍA).;Sestao;2420;1;2.b;1;040207;1;200199;Otras fracciones no especificadas en otra categoría;R13;Urbano;1260;KG
2012;A48529358;PRODUCTOS TUBULARES;4800012172;PRODUCTOS TUBULARES (CENTRO DE ACERÍA).;Sestao;2420;1;2.b;1;040207;1;200139;Plásticos;R13;Urbano;0;KG
2012;A48529358;PRODUCTOS TUBULARES;4800025730;PRODUCTOS TUBULARES (CENTRO DE TUBOS-BOTELLAS);Valle de Trápaga-Trapagaran;2420;1;2.c.i;1;040208;1;200301;Mezclas de residuos municipales;D1;Urbano;15020;KG
2012;A48529358;PRODUCTOS TUBULARES;4800025730;PRODUCTOS TUBULARES (CENTRO DE TUBOS-BOTELLAS);Valle de Trápaga-Trapagaran;2420;1;2.c.i;1;040208;1;200199;Otras fracciones no especificadas en otra categoría;R13;Urbano;3220;KG
2012;A48529358;PRODUCTOS TUBULARES;4800025730;PRODUCTOS TUBULARES (CENTRO DE TUBOS-BOTELLAS);Valle de Trápaga-Trapagaran;2420;1;2.c.i;1;040208;1;200102;Vidrio;R13;Urbano;0;KG
2012;F48023766;SDAD. COOP IND FUND MEALICAS SAN VICENTE;4800001675;S. COOP. IND. FUNDICIONES METÁLICAS SAN VICENTE;Abadiño;2451;1;2.d;1;040207;1;200199;Otras fracciones no especificadas en otra categoría;-//D1//-//-//-//-//-;Urbano;1411;KG
2012;A48434781;SALICA INDUSTRIA ALIMENTARIA;4800002811;SALICA INDUSTRIA ALIMENTARIA;Bermeo;1022;1;8.b.ii;1;040617;1;200301;Mezclas de residuos municipales;D1;Urbano;1032000;KG
2012;B01292903;GERDAU ACEROS ESPECIALES EUROPA, S.L.;4800007655;Sidenor Industrial (fabrica de basauri);Basauri;2410;1;2.b;1;040207;1;200301;Mezclas de residuos municipales;R13;Urbano;48280;KG
2012;A48063812;TALLERES FABIO MURGA;4800001461;TALLERES FABIO MURGA;Balmaseda;2452;1;2.d;1;040309;1;200301;Mezclas de residuos municipales;R13;Urbano;1000;KG
2012;P4802400D;BILBOKO UDALA - AYUNTAMIENTO DE BILBAO;4800025239;VERTEDERO CONTROLADO DE ARTIGAS;Bilbao;3821;1;5.d;1;090401;1;200301;Mezclas de residuos municipales;R13;Urbano;134976;KG
2012;A48212567;GARBIKER A.B. (S.A.);4800007501;VERTEDERO DE R.U. DE AMOROTO;Amoroto;3900;1;5.d;1;090401;1;200301;Mezclas de residuos municipales;R13;Urbano;0;KG
2012;A48212567;GARBIKER A.B. (S.A.);4800014900;VERTEDERO DE R.U. DE JATA;Lemoiz;3900;1;5.d;1;090401;1;200301;Mezclas de residuos municipales;D12;Urbano;28180;KG
2012;A48212567;GARBIKER A.B. (S.A.);4800014900;VERTEDERO DE R.U. DE JATA;Lemoiz;3900;1;5.d;1;090401;1;160199;Residuos no especificados de otra forma;D12;Urbano;404780;KG
2012;A48212567;GARBIKER A.B. (S.A.);4800007500;VERTEDERO DE R.U. IGORRE;Igorre;3900;1;5.d;1;090401;1;020106;Heces de animales, orina y estiércol (incluida paja podrida) y efluentes recogidos selectivamente y tratados fuera del lugar donde se generan;D12;Urbano;0;KG
2012;A48212567;GARBIKER A.B. (S.A.);4800007500;VERTEDERO DE R.U. IGORRE;Igorre;3900;1;5.d;1;090401;1;020301;Lodos de lavado, limpieza, pelado, centrifugado y separación;D12;Urbano;182560;KG
2012;A48212567;GARBIKER A.B. (S.A.);4800007500;VERTEDERO DE R.U. IGORRE;Igorre;3900;1;5.d;1;090401;1;200301;Mezclas de residuos municipales;D12;Urbano;189680;KG
2012;A48212567;GARBIKER A.B. (S.A.);4800007500;VERTEDERO DE R.U. IGORRE;Igorre;3900;1;5.d;1;090401;1;200199;Otras fracciones no especificadas en otra categoría;D12;Urbano;940;KG
2012;A48212567;GARBIKER A.B. (S.A.);4800007500;VERTEDERO DE R.U. IGORRE;Igorre;3900;1;5.d;1;090401;1;170504;Tierra y piedras distintas de las especificadas en el código 17 05 03;D12;Urbano;1687580;KG
2012;A48061485;VIDRIERIA Y CRISTALERIA DE LAMIACO;4800001505;Vidriería y Cristalería de Lamiaco S.A.;Leioa;2313;1;3.e;1;030315;1;200301;Mezclas de residuos municipales;R13;Urbano;18000;KG
2012;A48547558;ZABALGARBI;4800020613;ZABALGARBI;Bilbao;3832;1;5.b;1;090201;1;200301;Mezclas de residuos municipales;R1;Urbano;224792090;KG
